time,seconds_elapsed,z,y,x
1761466823155560000,0.119559814453125,0.0004347921349108219,-0.002396749332547188,0.0011685024946928024
1761466823165543200,0.129543212890625,0.00015015201643109322,0.0009791541378945112,-0.0011552241630852222
1761466823175527200,0.139527099609375,-0.0017707860097289085,0.0038585641887038946,-0.0008494933135807514
1761466823185510100,0.14951025390625,0.0023943514097481966,0.0029260297305881977,0.0018876749090850353
1761466823195494100,0.159494140625,-0.0014461930841207504,0.005241914186626673,0.0005566272884607315
1761466823205478100,0.16947802734375,0.004259797744452953,0.003553684102371335,0.000506645767018199
1761466823215461000,0.179461181640625,0.001963353715837002,-0.0017542621353641152,-0.002714713802561164
1761466823225445000,0.189445068359375,-0.0017598099075257778,-0.0037451889365911484,-0.0012207664549350739
1761466823235428000,0.199427978515625,-0.0001243622973561287,0.00786060094833374,0.0008019041270017624
1761466823245412000,0.209412109375,0.00030516088008880615,0.001576767535880208,0.0003199006896466017
1761466823255395000,0.21939501953125,0.0009195525199174881,0.00006569013930857182,0.00041524204425513744
1761466823265379000,0.229379150390625,0.0001355237327516079,0.0005116453394293785,0.0003467195201665163
1761466823275362000,0.239362060546875,-0.000435724388808012,-0.0012140828184783459,-0.000025057699531316757
1761466823285346000,0.249345947265625,0.001507890410721302,-0.0029941843822598457,-0.003776851110160351
1761466823295330000,0.259330078125,-0.0012434213422238827,0.00237288442440331,-0.002109179738909006
1761466823305313000,0.26931298828125,-0.0015510260127484798,-0.0010548634454607964,-0.000017816666513681412
1761466823315297000,0.279297119140625,-0.001725196372717619,-0.0008977369870990515,-0.0008178302086889744
1761466823325280300,0.2892802734375,0.0011525251902639866,-0.0020793089643120766,0.0015043446328490973
1761466823335264300,0.29926416015625,0.0010089809074997902,-0.00030244793742895126,0.0001866128295660019
1761466823345247000,0.3092470703125,0.0003641708754003048,-0.0017498881788924336,0.0002836741041392088
1761466823355231000,0.31923095703125,0.00022728415206074715,-0.0020470968447625637,-0.000943510327488184
1761466823365215000,0.329215087890625,0.0011621946468949318,0.005045508500188589,0.0008934554643929005
1761466823375198200,0.3391982421875,0.0012767105363309383,0.001808968372642994,-0.0010660984553396702
1761466823385182200,0.34918212890625,-0.00041318684816360474,0.00025321939028799534,0.0003954661078751087
1761466823395165200,0.359165283203125,-0.0003434121608734131,0.0007813244592398405,0.000455919886007905
1761466823405149200,0.369149169921875,0.00018057320266962051,-0.0017574054654687643,-0.0008758872281759977
1761466823415132200,0.379132080078125,0.0012359838001430035,0.0006876429542899132,-0.0015406121965497732
1761466823425116200,0.3891162109375,0.0010414929129183292,0.0013869197573512793,-0.00009134202264249325
1761466823435100200,0.39910009765625,-0.0014490950852632523,0.0014039638917893171,0.002253571292385459
1761466823445083100,0.409083251953125,0.00013692490756511688,0.0017589456401765347,0.0019245634321123362
1761466823455067100,0.419067138671875,-0.0017275544814765453,-0.0007047445978969336,-0.0015684387180954218
1761466823465050000,0.429050048828125,0.0011011725291609764,-0.0007734366226941347,-0.004389950539916754
1761466823475034000,0.4390341796875,-0.0010962015949189663,0.0030878803227096796,0.0003808364272117615
1761466823485018000,0.44901806640625,0.00026535801589488983,0.0008545988239347935,0.0006478831637650728
1761466823495001000,0.4590009765625,0.0007897345349192619,0.0016759177669882774,0.0029850732535123825
1761466823504985000,0.468985107421875,-0.0016185115091502666,0.0003010407090187073,0.0006983138155192137
1761466823514968800,0.47896875,-0.00025097839534282684,-0.006676441058516502,-0.0041686128824949265
1761466823524952800,0.488952880859375,0.0014800019562244415,-0.0016868559177964926,-0.0011087378952652216
1761466823534936000,0.49893603515625,-0.0014284364879131317,0.00014806212857365608,0.0006998148746788502
1761466823544920000,0.508920166015625,-0.000005161389708518982,0.0031317684333771467,-0.0002858100924640894
1761466823554904000,0.518904052734375,-0.0014139735139906406,0.0014917936641722918,0.0008473650086671114
1761466823564886800,0.52888671875,0.0011269571259617805,0.0016144602559506893,0.001539549557492137
1761466823574870800,0.538870849609375,-0.00015375716611742973,0.005229434929788113,-0.00008897366933524609
1761466823584853800,0.548853759765625,-0.0010754144750535488,-0.002649604808539152,-0.0001839478500187397
1761466823594838000,0.558838134765625,0.0003570998087525368,-0.00020349142141640186,-0.0023490977473556995
1761466823604821000,0.568821044921875,-0.0018681134097278118,0.0030575699638575315,-0.0011529640760272741
1761466823614805000,0.578804931640625,-0.0005011125467717648,-0.0022730131167918444,0.00013893540017306805
1761466823624789000,0.5887890625,-0.002119512762874365,-0.003487252164632082,-0.0010413487907499075
1761466823634771700,0.598771728515625,-0.0014273570850491524,-0.0014813592424616218,-0.0012786365114152431
1761466823644756000,0.608755859375,-0.0011377325281500816,-0.0010672290809452534,-0.0010135264601558447
1761466823654739000,0.618739013671875,0.0025957529433071613,-0.0068689254112541676,-0.0019134085159748793
1761466823664723000,0.628722900390625,-0.0006741848774254322,-0.00002711196430027485,-0.0008122881408780813
1761466823674706000,0.638705810546875,0.000562853179872036,0.0018357690423727036,0.0014452736359089613
1761466823684690000,0.64868994140625,0.0008433600887656212,0.0017397147603332996,0.0005212863907217979
1761466823694674000,0.658673828125,-0.002342845778912306,-0.00016338005661964417,0.0005788106936961412
1761466823704657000,0.668656982421875,0.0029755777213722467,-0.0005051870830357075,-0.002623453503474593
1761466823714641000,0.678640869140625,0.0004511675797402859,0.009435061365365982,0.0004724713508039713
1761466823724624000,0.688623779296875,0.001977500505745411,0.0014527682214975357,0.0019845960196107626
1761466823734608000,0.69860791015625,0.0003239437937736511,-0.0025499630719423294,0.000515862600877881
1761466823744591000,0.708591064453125,-0.00035274308174848557,-0.0005828340072184801,0.000017167534679174423
1761466823754575000,0.7185751953125,0.0011831019073724747,0.004576774314045906,-0.0010382432956248522
1761466823764558800,0.728558837890625,-0.0005574622191488743,0.00011864863336086273,-0.00047340430319309235
1761466823774541800,0.738541748046875,-0.00026291701942682266,-0.005606082268059254,-0.005259371362626553
1761466823784525800,0.74852587890625,0.0009890352375805378,0.005345635116100311,0.00010290369391441345
1761466823794509000,0.758509033203125,0.00021299021318554878,0.00004567811265587807,-0.0011644945479929447
1761466823804493000,0.7684931640625,0.00041059916839003563,-0.0033431132324039936,-0.0019249460892751813
1761466823814476000,0.77847607421875,-0.0004418785683810711,-0.0046896073035895824,-0.0011789947748184204
1761466823824459800,0.788459716796875,0.002160442527383566,0.000018882565200328827,0.002362034050747752
1761466823834443800,0.79844384765625,0.0012789363972842693,-0.0025734384544193745,0.0020597653929144144
1761466823844426800,0.8084267578125,0.0006114221177995205,-0.0027736746706068516,0.0018301683012396097
1761466823854411000,0.818410888671875,-0.0018112552352249622,0.0011949681211262941,0.0024501520674675703
1761466823864394000,0.82839404296875,-0.0016409293748438358,0.0037655134219676256,0.0000719891395419836
1761466823874378000,0.8383779296875,-0.0004339851438999176,0.0029777504969388247,0.0012355241924524307
1761466823884360700,0.848360595703125,0.0026176434475928545,0.004361466504633427,-0.0006574904546141624
1761466823894344700,0.8583447265625,-0.000856183934956789,0.0010114761535078287,-0.0001610773615539074
1761466823904328700,0.86832861328125,-0.002321023028343916,0.002358039142563939,0.0002317607868462801
1761466823914312000,0.87831201171875,-0.0007183332927525043,0.005521075800061226,0.002175336005166173
1761466823924296000,0.8882958984375,-0.002095119096338749,0.0031818165443837643,-0.0003391809295862913
1761466823934279000,0.89827880859375,0.0015462213195860386,-0.004283556714653969,-0.00006993534043431282
1761466823944263000,0.908262939453125,0.0009283046238124371,0.0024763864930719137,0.002374777803197503
1761466823954246000,0.918245849609375,-0.0004011457785964012,0.0005969938356429338,-0.0019201020477339625
1761466823964230000,0.92822998046875,-0.00010879151523113251,-0.0006877153646200895,-0.0006321973633021116
1761466823974214000,0.9382138671875,-0.0010006842203438282,0.002322189277037978,-0.0012657633051276207
1761466823984196900,0.94819677734375,-0.0006326055154204369,0.000719068106263876,0.00001467391848564148
1761466823994180900,0.958180908203125,0.0010920576751232147,-0.0012165172956883907,-0.0005744174122810364
1761466824004164000,0.9681640625,-0.00034595513716340065,0.0009918566793203354,-0.0009425852913409472
1761466824014148000,0.978148193359375,0.0019113398157060146,0.0016653700731694698,0.0026558777317404747
1761466824024130800,0.988130859375,-0.0016702944412827492,-0.0005879118107259274,-0.002739578252658248
