time,seconds_elapsed,z,y,x
1761468893272265000,0.118264892578125,0.010174419730901718,0.0407862551510334,-0.02486763335764408
1761468893282248000,0.128248046875,0.007909402251243591,0.02508559077978134,-0.03587314486503601
1761468893292231000,0.13823095703125,0.012862996198236942,0.010958649218082428,-0.040905069559812546
1761468893302212900,0.148212890625,0.01231118943542242,0.009026525542140007,-0.039938606321811676
1761468893312196000,0.158196044921875,0.01779088005423546,0.019999608397483826,-0.0357997752726078
1761468893322178800,0.1681787109375,0.016075270250439644,0.044241029769182205,-0.02410503849387169
1761468893332161000,0.1781611328125,0.0118318572640419,0.05998758226633072,-0.006722304970026016
1761468893342144000,0.18814404296875,0.0011885343119502068,0.04938846826553345,-0.011935176327824593
1761468893352126700,0.198126708984375,-0.01140899769961834,0.036043353378772736,-0.014757066033780575
1761468893362109000,0.20810888671875,-0.01454460434615612,0.035489149391651154,-0.01277727261185646
1761468893372092000,0.218091796875,-0.01417582854628563,0.03785420209169388,-0.00773006584495306
1761468893382075000,0.228074951171875,-0.012439446523785591,0.037061117589473724,-0.003619477152824402
1761468893392056800,0.238056884765625,-0.00657583586871624,0.04034678265452385,0.0021530010271817446
1761468893402040000,0.2480400390625,-0.0013674921356141567,0.04907476156949997,0.004777546040713787
1761468893412021000,0.25802099609375,0.001811582362279296,0.04164395481348038,-0.0015588159440085292
1761468893422002700,0.268002685546875,0.0023697810247540474,0.03702976182103157,-0.0066816722974181175
1761468893431986000,0.27798583984375,0.0016400017775595188,0.029336683452129364,-0.010447702370584011
1761468893441969000,0.287968994140625,-0.0015728357248008251,0.010808272287249565,-0.013441096059978008
1761468893451950800,0.297950927734375,-0.003831676673144102,0.013805503956973553,-0.005780491512268782
1761468893461933800,0.307933837890625,-0.007266088854521513,0.031063586473464966,0.007401090115308762
1761468893471916800,0.317916748046875,-0.010988730005919933,0.03366495296359062,0.01267489418387413
1761468893481900000,0.327900146484375,-0.006253628991544247,0.03514593839645386,0.011846118606626987
1761468893491881700,0.3378818359375,-0.003897357266396284,0.03179524838924408,0.0016900671180337667
1761468893501865000,0.347864990234375,0.0006225593388080597,0.01778089441359043,-0.011730666272342205
1761468893511848000,0.357847900390625,0.007700442336499691,0.013223959133028984,-0.010125312954187393
1761468893521830000,0.367829833984375,0.005263383965939283,0.026222582906484604,-0.0006511176470667124
1761468893531812900,0.377812744140625,0.005510561168193817,0.03578106686472893,0.006974071729928255
1761468893541796000,0.387796142578125,0.01024885755032301,0.0345299169421196,0.004079215694218874
1761468893551777800,0.39777783203125,0.012821107171475887,0.01831384375691414,-0.010779483243823051
1761468893561761000,0.407760986328125,0.01515563391149044,0.020091768354177475,-0.015367044135928154
1761468893571744000,0.417743896484375,0.004738891962915659,0.027502166107296944,-0.004579932428896427
1761468893581726000,0.427725830078125,0.0006629237905144691,0.024972695857286453,0.005785356275737286
1761468893591709000,0.437708984375,-0.004734446294605732,0.01853187195956707,0.007568135857582092
1761468893601692000,0.44769189453125,-0.0073206424713134766,0.011877433396875858,0.002461258554831147
1761468893611673900,0.457673828125,-0.00011620577424764633,0.007390918675810099,-0.007791357114911079
1761468893621656800,0.46765673828125,0.009207520633935928,-0.0010707429610192776,-0.007914128713309765
1761468893631640000,0.47764013671875,0.015352481976151466,-0.010104162618517876,-0.009163412265479565
1761468893641621800,0.487621826171875,0.007336367387324572,-0.008321975357830524,-0.004057333804666996
1761468893651605000,0.49760498046875,0.006872653961181641,-0.019045492634177208,0.000714191934093833
1761468893661588000,0.507587890625,0.012013619765639305,-0.028364425525069237,-0.00099635636433959
1761468893671571000,0.517571044921875,0.009995914995670319,-0.0333806574344635,-0.0003729970194399357
1761468893681553000,0.527552978515625,0.009240375831723213,-0.03940446302294731,0.001118372892960906
1761468893691536000,0.537535888671875,0.009075533598661423,-0.03268910199403763,0.004048422910273075
1761468893701519000,0.54751904296875,0.009955975227057934,-0.03374078497290611,0.0033080640714615583
1761468893711500800,0.557500732421875,0.01244613528251648,-0.038657668977975845,0.005457097664475441
1761468893721484000,0.567484130859375,0.013506606221199036,-0.046347811818122864,0.008079778403043747
1761468893731467000,0.577467041015625,0.015860989689826965,-0.052293386310338974,0.008927875198423862
1761468893741449000,0.587448974609375,0.016108665615320206,-0.059639982879161835,0.0007375897839665413
1761468893751432000,0.597431884765625,0.01571125164628029,-0.05936751887202263,0.004909861832857132
1761468893761415000,0.607414794921875,0.015985824167728424,-0.058017030358314514,0.004037144593894482
1761468893771396900,0.61739697265625,0.013431982137262821,-0.057882506400346756,0.007715881802141666
1761468893781379800,0.6273798828125,0.017326056957244873,-0.060942210257053375,0.0035930422600358725
1761468893791363000,0.637363037109375,0.018517691642045975,-0.05629289895296097,0.0007763698231428862
1761468893801345800,0.647345703125,0.022551314905285835,-0.04810314625501633,0.00486858282238245
1761468893811328000,0.657327880859375,0.021553797647356987,-0.0484793446958065,0.004021825734525919
1761468893821311000,0.66731103515625,0.019204357638955116,-0.06421516835689545,0.005311594810336828
1761468893831293700,0.677293701171875,0.013942727819085121,-0.06345181167125702,0.01093349326401949
1761468893841276000,0.68727587890625,0.00848511140793562,-0.061787866055965424,0.020626334473490715
1761468893851259000,0.6972587890625,0.0062278625555336475,-0.05084166303277016,0.02635672688484192
1761468893861241900,0.707241943359375,0.012831170111894608,-0.051136210560798645,0.018760858103632927
1761468893871223800,0.717223876953125,0.00839490070939064,-0.05777982249855995,0.0007613867055624723
1761468893881207000,0.72720703125,0.007194880396127701,-0.05107611417770386,-0.004238165449351072
1761468893891189800,0.737189697265625,0.00023129209876060486,-0.04395713657140732,0.0022631601896137
1761468893901173000,0.747173095703125,-0.00005260063335299492,-0.043278031051158905,0.008089091628789902
1761468893911155000,0.757155029296875,-0.0012585832737386227,-0.04749526455998421,0.010525540448725224
1761468893921138000,0.767137939453125,0.002498071640729904,-0.04479828104376793,0.01363291684538126
1761468893931121000,0.777120849609375,0.0029203430749475956,-0.0411197692155838,0.016812602058053017
1761468893941103000,0.78710302734375,0.00015331897884607315,-0.04875851422548294,0.014530273154377937
1761468893951085800,0.7970859375,0.0007014325819909573,-0.046714141964912415,0.016327666118741035
1761468893961068800,0.80706884765625,0.0010348604992032051,-0.04494953155517578,0.020891524851322174
1761468893971051000,0.817051025390625,-0.00184696726500988,-0.04274274408817291,0.014542301185429096
1761468893981033700,0.82703369140625,-0.0030797445215284824,-0.031445618718862534,0.01143039669841528
1761468893991017000,0.837016845703125,-0.002233949489891529,-0.016667380928993225,0.008249749429523945
1761468894000999000,0.8469990234375,-0.005896328948438168,-0.014437515288591385,0.008099013939499855
1761468894010982000,0.85698193359375,-0.00993860699236393,-0.018258318305015564,0.008443526923656464
1761468894020964900,0.86696484375,-0.011556209996342659,-0.01888735592365265,0.007739919237792492
1761468894030947800,0.87694775390625,-0.009524976834654808,-0.020596489310264587,0.007974774576723576
1761468894040929800,0.8869296875,-0.005010385997593403,-0.02301117777824402,0.004801617935299873
1761468894050912800,0.896912841796875,0.0008348356932401657,-0.013782468624413013,0.0023125323932617903
1761468894060896000,0.90689599609375,0.005902831442654133,-0.0168624147772789,0.0033482357393950224
1761468894070877700,0.916877685546875,0.003763331100344658,-0.02758249081671238,-0.0006916837301105261
1761468894080861000,0.92686083984375,0.005393984727561474,-0.023113174363970757,0.006399248726665974
1761468894090844000,0.936843994140625,0.0017913603223860264,-0.017032800242304802,0.008643303997814655
1761468894100825900,0.946825927734375,0.003906442783772945,-0.010084879584610462,0.01195334643125534
